City,Colors Reported,Shape Reported,State,Time,sighting,Year
Louisville,ORANGE,CIRCLE,KY,2014-04-19 21:20:00,1,2014
Orlando,RED,,FL,2014-04-19 21:30:00,1,2014
Holly,,SPHERE,MI,2014-04-19 21:34:00,1,2014
Emmett,BLUE,LIGHT,ID,2014-04-19 21:45:00,1,2014
Englewood,RED YELLOW GREEN BLUE,SPHERE,OH,2014-04-19 22:00:00,1,2014
Hudson,,CIRCLE,OH,2014-04-19 22:00:00,1,2014
Anchorage,,FLASH,AK,2014-04-19 22:15:00,1,2014
Burlington,RED,CIRCLE,WI,2014-04-19 22:45:00,1,2014
Bend,,LIGHT,OR,2014-04-19 22:50:00,1,2014
Neptune,RED,SPHERE,NJ,2014-04-19 23:00:00,1,2014
Yakima,,DIAMOND,WA,2014-04-19 23:00:00,1,2014
Hillsborough Beach,ORANGE,LIGHT,FL,2014-04-19 23:30:00,1,2014
Berkley,,FIREBALL,MI,2014-04-19 23:55:00,1,2014
Irwin,BLUE,LIGHT,PA,2014-04-19 23:59:00,1,2014
Shreveport,,DISK,LA,2014-04-20 00:00:00,1,2014
New Glarus,,OTHER,WI,2014-04-20 01:15:00,1,2014
Anthem,,LIGHT,AZ,2014-04-20 05:20:00,1,2014
Las Vegas,,LIGHT,NV,2014-04-20 06:10:00,1,2014
Clarksburg,,FIREBALL,MD,2014-04-20 09:20:00,1,2014
Manhatten Beach,,CIGAR,CA,2014-04-20 12:45:00,1,2014
Denver,,SPHERE,CO,2014-04-20 14:00:00,1,2014
Scottsdale,,LIGHT,AZ,2014-04-20 15:40:00,1,2014
Las Vegas,,LIGHT,NV,2014-04-20 18:20:00,1,2014
Port Arthur,,CIGAR,TX,2014-04-20 19:00:00,1,2014
Seattle,,LIGHT,WA,2014-04-20 20:00:00,1,2014
Apple Valley,ORANGE,CIRCLE,CA,2014-04-20 20:30:00,1,2014
Peoria,RED YELLOW BLUE,CIRCLE,AZ,2014-04-20 20:32:00,1,2014
Pearl River,ORANGE,FIREBALL,NY,2014-04-20 20:35:00,1,2014
Anthem,ORANGE,,AZ,2014-04-20 21:00:00,1,2014
North Ridgeville,,FIREBALL,OH,2014-04-20 21:00:00,1,2014
Louisville,,TRIANGLE,KY,2014-04-20 21:20:00,1,2014
Sioux Falls,,CIRCLE,SD,2014-04-20 21:30:00,1,2014
Lovettsville,RED GREEN BLUE,FLASH,VA,2014-04-20 21:41:00,1,2014
LaGrange,ORANGE,CIRCLE,IL,2014-04-20 21:45:00,1,2014
Kenner,,LIGHT,LA,2014-04-20 22:00:00,1,2014
Norwich,,RECTANGLE,CT,2014-04-20 22:00:00,1,2014
Rainelle,,,WV,2014-04-20 22:00:00,1,2014
San Anselmo,ORANGE,VARIOUS,CA,2014-04-20 22:00:00,1,2014
Streetsboro,RED,LIGHT,OH,2014-04-20 22:00:00,1,2014
Fort Walton Beach,,LIGHT,FL,2014-04-20 22:30:00,1,2014
Seattle,,FORMATION,WA,2014-04-20 22:50:00,1,2014
Whitehall,,LIGHT,MT,2014-04-20 22:52:00,1,2014
Lawton,,CIRCLE,OK,2014-04-21 00:00:00,1,2014
Palm Harbor,GREEN,LIGHT,FL,2014-04-21 00:10:00,1,2014
Indio,,FIREBALL,CA,2014-04-21 01:00:00,1,2014
Buchanan,,VARIOUS,GA,2014-04-21 05:30:00,1,2014
Glen Rock,GREEN,TRIANGLE,NJ,2014-04-21 08:40:00,1,2014
Tucson,,DISK,AZ,2014-04-21 09:00:00,1,2014
Panama City,,OTHER,FL,2014-04-21 14:30:00,1,2014
Backus,,CIGAR,MN,2014-04-21 18:00:00,1,2014
North Atlanta,,LIGHT,GA,2014-04-21 22:00:00,1,2014
Ozark,RED GREEN BLUE,TRIANGLE,MO,2014-04-21 22:20:00,1,2014
Chesterfield,,,VA,2014-04-21 23:00:00,1,2014
Vacaville,GREEN,LIGHT,CA,2014-04-22 01:50:00,1,2014
Sam's Gap,,TRIANGLE,NC,2014-04-22 02:30:00,1,2014
Escondido,,FORMATION,CA,2014-04-22 05:30:00,1,2014
San Rafael,,CIRCLE,NM,2014-04-22 07:05:00,1,2014
Calhoun,ORANGE,FIREBALL,GA,2014-04-22 10:00:00,1,2014
Jupiter,ORANGE,FIREBALL,FL,2014-04-22 20:00:00,1,2014
Memphis,,LIGHT,TN,2014-04-22 20:29:00,1,2014
Aberdeen,,DISK,MD,2014-04-22 20:30:00,1,2014
Cocoa Beach,ORANGE,FIREBALL,NY,2014-04-22 20:50:00,1,2014
Cajah's Mountain,,RECTANGLE,NC,2014-04-22 21:00:00,1,2014
Ft. Campbell,,LIGHT,TN,2014-04-22 21:00:00,1,2014
Miami Beach,GREEN,DISK,FL,2014-04-22 21:00:00,1,2014
Morristown,,TRIANGLE,TN,2014-04-22 21:00:00,1,2014
Walla Walla,,,WA,2014-04-22 21:00:00,1,2014
Fletcher,,TRIANGLE,NC,2014-04-22 21:17:00,1,2014
Craig,,LIGHT,CO,2014-04-22 21:30:00,1,2014
Maumee,,CIRCLE,OH,2014-04-22 21:30:00,1,2014
Twilight,,SPHERE,WV,2014-04-22 21:30:00,1,2014
Mount Pulaski,,SPHERE,IL,2014-04-22 21:40:00,1,2014
Fallbrook,,FIREBALL,CA,2014-04-22 23:17:00,1,2014
La Mesa,,CIRCLE,CA,2014-04-23 00:57:00,1,2014
Raywick,,CIRCLE,KY,2014-04-23 03:45:00,1,2014
Charlotte,,DISK,NC,2014-04-23 08:37:00,1,2014
Dauphin Island,,LIGHT,AL,2014-04-23 20:08:00,1,2014
Clovis,RED,,NM,2014-04-23 20:15:00,1,2014
Phoenix,,CIRCLE,AZ,2014-04-23 20:30:00,1,2014
Alpharetta,,LIGHT,GA,2014-04-23 21:00:00,1,2014
Dauphin Island,,FORMATION,AL,2014-04-23 22:15:00,1,2014
Tulsa,,TRIANGLE,OK,2014-04-23 22:40:00,1,2014
Mount Vernon,,CHEVRON,WA,2014-04-23 23:00:00,1,2014
Lincoln,RED BLUE,SPHERE,CA,2014-04-23 23:15:00,1,2014
Harrisburg,BLUE,,PA,2014-04-23 23:20:00,1,2014
Tamarac,,FIREBALL,FL,2014-04-24 01:00:00,1,2014
Mojave,,,CA,2014-04-24 03:00:00,1,2014
York,,CIRCLE,PA,2014-04-24 03:30:00,1,2014
Louisburg,,CIRCLE,NC,2014-04-24 04:30:00,1,2014
Rio Rancho,,OVAL,NM,2014-04-24 08:45:00,1,2014
Warren,,CIGAR,RI,2014-04-24 10:00:00,1,2014
Phoenix,,CIRCLE,AZ,2014-04-24 20:00:00,1,2014
Dauphin Island,,LIGHT,AL,2014-04-24 20:30:00,1,2014
Henderson,,SPHERE,NV,2014-04-24 20:30:00,1,2014
Albuquerque,RED GREEN,LIGHT,NM,2014-04-24 21:00:00,1,2014
Fountain Inn,,LIGHT,SC,2014-04-24 21:00:00,1,2014
Orange Beach,ORANGE,FORMATION,AL,2014-04-24 21:00:00,1,2014
Lagrange,,LIGHT,GA,2014-04-24 21:30:00,1,2014
North Zulch,,LIGHT,TX,2014-04-24 21:30:00,1,2014
Debary,,LIGHT,FL,2014-04-24 21:35:00,1,2014
Huntington Beach,,FIREBALL,CA,2014-04-24 21:39:00,1,2014
Rogers,,LIGHT,AR,2014-04-24 21:44:00,1,2014
Evans,,LIGHT,GA,2014-04-24 22:00:00,1,2014
San Diego,,LIGHT,CA,2014-04-24 22:00:00,1,2014
Walnut,,LIGHT,CA,2014-04-24 22:26:00,1,2014
Pompano Beach,BLUE,OTHER,FL,2014-04-24 22:30:00,1,2014
Gardner,GREEN,,KS,2014-04-24 23:30:00,1,2014
Castleton,,LIGHT,VT,2014-04-25 01:00:00,1,2014
Newark,,DISK,NJ,2014-04-25 05:00:00,1,2014
Zillah,,FLASH,WA,2014-04-25 18:30:00,1,2014
Grandbay,ORANGE,FORMATION,AL,2014-04-25 20:00:00,1,2014
Rifle,,SPHERE,CO,2014-04-25 21:00:00,1,2014
Canyon Country,,OVAL,CA,2014-04-25 21:05:00,1,2014
Boise,YELLOW,LIGHT,ID,2014-04-25 21:15:00,1,2014
Oxnard,,LIGHT,CA,2014-04-25 21:19:00,1,2014
Morgantown,YELLOW,OTHER,WV,2014-04-25 21:30:00,1,2014
Cannon Beach,ORANGE,LIGHT,OR,2014-04-25 22:00:00,1,2014
Quitman,,TRIANGLE,GA,2014-04-25 22:00:00,1,2014
Hoover,,,AL,2014-04-25 22:09:00,1,2014
Columbus,,LIGHT,GA,2014-04-25 22:15:00,1,2014
Cedar Falls,,LIGHT,IA,2014-04-25 22:20:00,1,2014
Theodore,ORANGE,FIREBALL,AL,2014-04-25 22:30:00,1,2014
Rialto,GREEN,LIGHT,CA,2014-04-25 23:00:00,1,2014
Warren,RED BLUE,TRIANGLE,MI,2014-04-25 23:00:00,1,2014
Inverness,RED ORANGE,CIRCLE,FL,2014-04-26 00:00:00,1,2014
Holland,,TRIANGLE,MI,2014-04-26 00:50:00,1,2014
Newberry,,LIGHT,SC,2014-04-26 15:35:00,1,2014
San Antonio,,SPHERE,TX,2014-04-26 16:57:00,1,2014
Greenwood,,CROSS,IN,2014-04-26 17:00:00,1,2014
Maud,YELLOW,TRIANGLE,TX,2014-04-26 17:00:00,1,2014
Boise,,TRIANGLE,ID,2014-04-26 19:00:00,1,2014
Gilbert,,TRIANGLE,AZ,2014-04-26 19:00:00,1,2014
Riverside,,DIAMOND,NJ,2014-04-26 20:15:00,1,2014
Whittier,,FIREBALL,CA,2014-04-26 20:43:00,1,2014
Troy,ORANGE,CIRCLE,MO,2014-04-26 20:53:00,1,2014
Santa Cruz,,OTHER,CA,2014-04-26 21:00:00,1,2014
Louisville,BLUE,FIREBALL,KY,2014-04-26 21:10:00,1,2014
Pantego,,CIRCLE,TX,2014-04-26 21:15:00,1,2014
Cincinnati,ORANGE,SPHERE,OH,2014-04-26 21:45:00,1,2014
Cincinnati,RED,SPHERE,OH,2014-04-26 21:45:00,1,2014
Tarpon Springs,,,FL,2014-04-26 21:45:00,1,2014
Cuyahoga Falls,,FIREBALL,OH,2014-04-26 22:00:00,1,2014
Novi,RED ORANGE,SPHERE,MI,2014-04-26 22:15:00,1,2014
Cottonwood,,CIRCLE,AL,2014-04-26 22:30:00,1,2014
Manahawkin,,TRIANGLE,NJ,2014-04-26 23:30:00,1,2014
Brookhaven,,SPHERE,PA,2014-04-27 00:00:00,1,2014
Columia,,LIGHT,KY,2014-04-27 00:00:00,1,2014
Raceland,,TRIANGLE,LA,2014-04-27 00:00:00,1,2014
Kalispell,GREEN,SPHERE,MT,2014-04-27 00:32:00,1,2014
Slidell,,OTHER,LA,2014-04-27 01:50:00,1,2014
Savannah,BLUE,LIGHT,GA,2014-04-27 02:00:00,1,2014
Louisburg,,CIRCLE,NC,2014-04-27 04:40:00,1,2014
Awatukee,,RECTANGLE,AZ,2014-04-27 09:48:00,1,2014
Azuza,,CIRCLE,CA,2014-04-27 13:00:00,1,2014
Vinton,,RECTANGLE,VA,2014-04-27 13:45:00,1,2014
Fort Wayne,,FORMATION,IN,2014-04-27 18:20:00,1,2014
Wellington,,LIGHT,FL,2014-04-27 20:21:00,1,2014
Kenmore,,FIREBALL,WA,2014-04-27 20:30:00,1,2014
Cape Coral,RED,CIRCLE,FL,2014-04-27 20:45:00,1,2014
Chatsworth,ORANGE GREEN,CHEVRON,CA,2014-04-27 20:45:00,1,2014
Knoxville,ORANGE,FORMATION,TN,2014-04-27 20:45:00,1,2014
Chatsworth,RED,,CA,2014-04-27 20:50:00,1,2014
Belmar,ORANGE,LIGHT,NJ,2014-04-27 21:00:00,1,2014
Kenmore,,CIRCLE,WA,2014-04-27 21:00:00,1,2014
Kenmore,,LIGHT,WA,2014-04-27 21:00:00,1,2014
Shoreline,ORANGE,LIGHT,WA,2014-04-27 21:00:00,1,2014
Kenmore,,FORMATION,WA,2014-04-27 21:05:00,1,2014
Kenmore,,LIGHT,WA,2014-04-27 21:05:00,1,2014
Kenmore,ORANGE,LIGHT,WA,2014-04-27 21:05:00,1,2014
Kenmore,,,WA,2014-04-27 21:20:00,1,2014
Chatsworth,,CIRCLE,CA,2014-04-27 21:30:00,1,2014
Moss Bluff,,LIGHT,LA,2014-04-27 22:00:00,1,2014
Sparta,ORANGE,LIGHT,NJ,2014-04-27 22:00:00,1,2014
Sparta,ORANGE,LIGHT,NJ,2014-04-27 22:00:00,1,2014
Sonoma,ORANGE,LIGHT,CA,2014-04-27 22:15:00,1,2014
Deer Park,,SPHERE,WA,2014-04-27 22:34:00,1,2014
Bellingham,,LIGHT,WA,2014-04-27 23:00:00,1,2014
Fairfax,,CHEVRON,VA,2014-04-27 23:00:00,1,2014
Oakley,,,MI,2014-04-27 23:00:00,1,2014
Springlake,,LIGHT,MI,2014-04-27 23:10:00,1,2014
Coeur d'Alene,BLUE,VARIOUS,ID,2014-04-28 03:33:00,1,2014
Goodyear,ORANGE,LIGHT,AZ,2014-04-28 20:25:00,1,2014
Silver City,,LIGHT,NM,2014-04-28 20:30:00,1,2014
Sarasota,,CIRCLE,FL,2014-04-28 21:10:00,1,2014
Tonopah,,FIREBALL,NV,2014-04-28 21:30:00,1,2014
Jefferson City,,CIRCLE,TN,2014-04-28 22:00:00,1,2014
Vancouver,,,WA,2014-04-28 22:00:00,1,2014
Texarkana,,,TX,2014-04-28 23:00:00,1,2014
Sunrise,,SPHERE,FL,2014-04-28 23:30:00,1,2014
White Bear Lake,,LIGHT,MN,2014-04-28 23:50:00,1,2014
Crescent City,,TEARDROP,CA,2014-04-29 02:15:00,1,2014
Lysander,ORANGE,LIGHT,NY,2014-04-29 05:00:00,1,2014
West Paducah,,CIRCLE,KY,2014-04-29 18:00:00,1,2014
Stanford,,CIRCLE,CA,2014-04-29 20:30:00,1,2014
Coral Springs,,LIGHT,FL,2014-04-29 21:30:00,1,2014
Lawrenceville,,LIGHT,GA,2014-04-29 21:30:00,1,2014
Coral Springs,,DIAMOND,FL,2014-04-29 21:40:00,1,2014
Casa Grande,YELLOW,LIGHT,AZ,2014-04-29 21:45:00,1,2014
Clovis,,SPHERE,NM,2014-04-29 22:00:00,1,2014
Land O'Lakes,,CIRCLE,FL,2014-04-29 22:00:00,1,2014
Anderson,,DISK,SC,2014-04-29 22:30:00,1,2014
Seneca,,VARIOUS,SC,2014-04-29 22:34:00,1,2014
Ontario,,TRIANGLE,CA,2014-04-29 23:59:00,1,2014
Charleston,YELLOW,,WV,2014-04-30 01:10:00,1,2014
Portland,,FLASH,OR,2014-04-30 08:30:00,1,2014
Chino Hills,,RECTANGLE,CA,2014-04-30 17:00:00,1,2014
Ogden,,VARIOUS,UT,2014-04-30 21:00:00,1,2014
Port St. Lucie,BLUE,CIRCLE,FL,2014-04-30 21:00:00,1,2014
Tallahassee,,TRIANGLE,FL,2014-04-30 21:00:00,1,2014
Venice,,TRIANGLE,CA,2014-04-30 21:03:00,1,2014
Las Vegas,,LIGHT,NV,2014-04-30 21:10:00,1,2014
Camano Island,,FIREBALL,WA,2014-04-30 21:44:00,1,2014
The Dalles,,FORMATION,OR,2014-04-30 21:50:00,1,2014
San Marcos,,FIREBALL,CA,2014-04-30 22:00:00,1,2014
Stanardsville,RED,FLASH,VA,2014-05-01 00:20:00,1,2014
Frisco,,LIGHT,NC,2014-05-01 01:15:00,1,2014
Beaverdam,,OTHER,OH,2014-05-01 05:15:00,1,2014
Boise,,OTHER,ID,2014-05-01 08:15:00,1,2014
Santa Cruz,,SPHERE,CA,2014-05-01 10:30:00,1,2014
Honolulu,,OTHER,HI,2014-05-01 15:30:00,1,2014
Charleston,ORANGE,FORMATION,WV,2014-05-01 16:45:00,1,2014
Columbia,,OTHER,SC,2014-05-01 19:00:00,1,2014
Mesa,RED BLUE,CIRCLE,AZ,2014-05-01 19:15:00,1,2014
Mesa,RED BLUE,CIRCLE,AZ,2014-05-01 19:15:00,1,2014
St. Louis,ORANGE,FIREBALL,MO,2014-05-01 19:35:00,1,2014
Cullman,,,AL,2014-05-01 20:00:00,1,2014
Lynchburg,,TRIANGLE,VA,2014-05-01 20:05:00,1,2014
Huntsville,,OTHER,AL,2014-05-01 20:30:00,1,2014
Purcellville,,OTHER,VA,2014-05-01 20:30:00,1,2014
Boaz,,OTHER,AL,2014-05-01 20:48:00,1,2014
Rock Hill,,FORMATION,SC,2014-05-01 20:50:00,1,2014
Los Angeles,RED BLUE,LIGHT,CA,2014-05-01 21:00:00,1,2014
Fyffe,,,AL,2014-05-01 21:15:00,1,2014
Ringgold,,OTHER,GA,2014-05-01 21:15:00,1,2014
Belmont,,FORMATION,MS,2014-05-01 21:16:00,1,2014
McLean,,LIGHT,IL,2014-05-01 21:30:00,1,2014
Ringgold,,OTHER,GA,2014-05-01 21:30:00,1,2014
Salem,ORANGE,OTHER,OR,2014-05-01 21:30:00,1,2014
Eaton,BLUE,,CO,2014-05-01 21:35:00,1,2014
North Haven,,CIRCLE,CT,2014-05-01 21:45:00,1,2014
Rosedale,RED,CIRCLE,MS,2014-05-01 21:55:00,1,2014
Maricopa,,,AZ,2014-05-01 22:05:00,1,2014
Mountain Home,,,AR,2014-05-01 22:15:00,1,2014
Texarkana,,DISK,TX,2014-05-01 22:22:00,1,2014
Carrollton,,LIGHT,TX,2014-05-01 22:40:00,1,2014
Kingston,,CIGAR,PA,2014-05-01 22:50:00,1,2014
Chula Vista,,SPHERE,CA,2014-05-01 23:00:00,1,2014
Ellijay,,OTHER,GA,2014-05-01 23:00:00,1,2014
Frisco,,CIGAR,TX,2014-05-01 23:05:00,1,2014
Flower Mound,,VARIOUS,TX,2014-05-01 23:10:00,1,2014
Denton,,FORMATION,TX,2014-05-01 23:15:00,1,2014
Duluth,,OTHER,GA,2014-05-01 23:30:00,1,2014
Orange Park,,,FL,2014-05-02 02:37:00,1,2014
Mission,GREEN,TRIANGLE,TX,2014-05-02 05:40:00,1,2014
Colorado Springs,,OTHER,CO,2014-05-02 10:30:00,1,2014
Shreveport,,OTHER,LA,2014-05-02 11:00:00,1,2014
Lesterville,,,MO,2014-05-02 20:00:00,1,2014
McNary,ORANGE,CROSS,OR,2014-05-02 20:30:00,1,2014
Belgreen,,FORMATION,AL,2014-05-02 20:38:00,1,2014
San Diego,,TRIANGLE,CA,2014-05-02 20:40:00,1,2014
Yorktown,ORANGE,FORMATION,VA,2014-05-02 21:15:00,1,2014
Camden,ORANGE,SPHERE,TN,2014-05-02 21:30:00,1,2014
East Bend,ORANGE,FORMATION,NC,2014-05-02 21:44:00,1,2014
Scottsdale,,FIREBALL,AZ,2014-05-02 21:45:00,1,2014
Liberty,,TRIANGLE,SC,2014-05-02 22:00:00,1,2014
Salem,ORANGE,SPHERE,UT,2014-05-02 22:00:00,1,2014
Queen Creek,RED,LIGHT,AZ,2014-05-02 22:15:00,1,2014
Durham,RED,FLASH,NC,2014-05-02 22:30:00,1,2014
Iron Gate,ORANGE,LIGHT,VA,2014-05-02 22:40:00,1,2014
Parma,RED ORANGE,FIREBALL,OH,2014-05-02 22:45:00,1,2014
Enfield,RED ORANGE,LIGHT,CT,2014-05-02 23:30:00,1,2014
Milford,,CIRCLE,CT,2014-05-03 00:00:00,1,2014
Myrtle Beach,RED,CIRCLE,SC,2014-05-03 00:00:00,1,2014
Fulton,,EGG,MS,2014-05-03 04:10:00,1,2014
Umatilla,ORANGE,CIRCLE,OR,2014-05-03 08:15:00,1,2014
Crescent City,,,CA,2014-05-03 18:00:00,1,2014
Waikiki Beach,GREEN,LIGHT,HI,2014-05-03 19:55:00,1,2014
Canton,,SPHERE,OH,2014-05-03 20:00:00,1,2014
York,,VARIOUS,SC,2014-05-03 20:45:00,1,2014
Spring,,SPHERE,TX,2014-05-03 20:54:00,1,2014
Currie,RED ORANGE,LIGHT,NC,2014-05-03 21:00:00,1,2014
Grayson,,SPHERE,GA,2014-05-03 21:00:00,1,2014
Hialeah,ORANGE,LIGHT,FL,2014-05-03 21:00:00,1,2014
Waxhaw,,CIRCLE,NC,2014-05-03 21:00:00,1,2014
Lombard,RED,CIRCLE,IL,2014-05-03 21:05:00,1,2014
Atkinson,,SPHERE,NH,2014-05-03 21:30:00,1,2014
Parkersburg,,LIGHT,WV,2014-05-03 21:45:00,1,2014
Hot Springs,,,NC,2014-05-03 22:00:00,1,2014
Snow Camp,ORANGE,OVAL,NC,2014-05-03 22:00:00,1,2014
Waxhaw,,CIRCLE,NC,2014-05-03 22:00:00,1,2014
Henderson,RED,FIREBALL,NV,2014-05-03 22:02:00,1,2014
Thomasville,,LIGHT,NC,2014-05-03 22:20:00,1,2014
Huntersville,RED,SPHERE,NC,2014-05-03 22:30:00,1,2014
South Tamworth,ORANGE,OVAL,NH,2014-05-03 22:30:00,1,2014
Travelers Rest,GREEN,FIREBALL,SC,2014-05-03 22:30:00,1,2014
Buford,RED,,GA,2014-05-03 23:10:00,1,2014
Mckinney,,TRIANGLE,TX,2014-05-03 23:11:00,1,2014
Glendale Heights,GREEN,FORMATION,IL,2014-05-03 23:30:00,1,2014
Irving,,FIREBALL,TX,2014-05-04 00:00:00,1,2014
Clermont,,,FL,2014-05-04 04:00:00,1,2014
Junction City,BLUE,TRIANGLE,KY,2014-05-04 20:15:00,1,2014
Schwenksville,,OTHER,PA,2014-05-04 21:10:00,1,2014
Cherryville,RED,TRIANGLE,NC,2014-05-04 21:29:00,1,2014
Waterloo,,TRIANGLE,WI,2014-05-04 21:30:00,1,2014
Jackson,,CIRCLE,TN,2014-05-04 22:00:00,1,2014
Wyoming,,,MI,2014-05-04 22:15:00,1,2014
Rockford,,LIGHT,TN,2014-05-04 22:50:00,1,2014
Anaheim,,FIREBALL,CA,2014-05-04 23:10:00,1,2014
Hollywood,BLUE,CIRCLE,FL,2014-05-04 23:30:00,1,2014
Lancaster,ORANGE,CIRCLE,PA,2014-05-05 01:15:00,1,2014
Cumming,,CIGAR,GA,2014-05-05 01:25:00,1,2014
Kuna,ORANGE,CIRCLE,ID,2014-05-05 02:31:00,1,2014
Byron,,CIRCLE,GA,2014-05-05 03:20:00,1,2014
Vallejo,,SPHERE,CA,2014-05-05 09:40:00,1,2014
Anchorage,,,AK,2014-05-05 16:00:00,1,2014
Honolulu,GREEN,VARIOUS,HI,2014-05-05 19:30:00,1,2014
Nashville,,TRIANGLE,TN,2014-05-05 20:09:00,1,2014
Boca Raton,,TRIANGLE,FL,2014-05-05 20:30:00,1,2014
Charlotte,,VARIOUS,NC,2014-05-05 20:35:00,1,2014
Collegeville,RED GREEN,DISK,PA,2014-05-05 22:30:00,1,2014
Grand Rapids,ORANGE,TRIANGLE,MI,2014-05-05 22:45:00,1,2014
Lakeport,,LIGHT,CA,2014-05-05 23:00:00,1,2014
Oak Forest,,TRIANGLE,IL,2014-05-05 23:00:00,1,2014
West Seneca,,CIRCLE,NY,2014-05-05 23:04:00,1,2014
Santa Rosa Beach,,FIREBALL,FL,2014-05-05 23:16:00,1,2014
Coral Springs,,LIGHT,FL,2014-05-05 23:45:00,1,2014
Mendon,,OVAL,MA,2014-05-06 00:20:00,1,2014
Hernando,,LIGHT,MS,2014-05-06 01:00:00,1,2014
Lorton,,OVAL,VA,2014-05-06 02:00:00,1,2014
Oxford,,LIGHT,MI,2014-05-06 03:58:00,1,2014
Grand Bay,RED,CIRCLE,AL,2014-05-06 20:08:00,1,2014
Gadsden,,CYLINDER,AL,2014-05-06 20:35:00,1,2014
Ellensburg,RED,LIGHT,WA,2014-05-06 21:00:00,1,2014
Hanahan,,DIAMOND,SC,2014-05-06 21:30:00,1,2014
New Haven,RED,FIREBALL,CT,2014-05-06 22:00:00,1,2014
West Palm Beach,ORANGE,FIREBALL,FL,2014-05-06 22:00:00,1,2014
Shreveport,,OTHER,LA,2014-05-06 22:15:00,1,2014
St. Louis,,FIREBALL,MO,2014-05-06 22:30:00,1,2014
Liberty,,OVAL,SC,2014-05-06 23:00:00,1,2014
Melbourne,ORANGE,SPHERE,FL,2014-05-06 23:00:00,1,2014
Detroit,,FIREBALL,MI,2014-05-07 00:00:00,1,2014
Honolulu,,LIGHT,HI,2014-05-07 03:00:00,1,2014
Calera,GREEN BLUE,CIRCLE,AL,2014-05-07 03:30:00,1,2014
Reno,,LIGHT,NV,2014-05-07 04:24:00,1,2014
Port Richey,,,FL,2014-05-07 09:30:00,1,2014
San Jose,,DISK,CA,2014-05-07 15:00:00,1,2014
Lakeville,,OVAL,MN,2014-05-07 17:30:00,1,2014
Calimesa,,,CA,2014-05-07 18:25:00,1,2014
Seagrove Beach,,FIREBALL,FL,2014-05-07 20:30:00,1,2014
Visalia,,FIREBALL,CA,2014-05-07 20:30:00,1,2014
Theodore,,CIRCLE,AL,2014-05-07 21:00:00,1,2014
Naugatuck,,,CT,2014-05-07 21:10:00,1,2014
Hillsboro,,FIREBALL,MO,2014-05-07 21:20:00,1,2014
Apache Junction,,CIRCLE,AZ,2014-05-07 22:00:00,1,2014
Greeley,,RECTANGLE,CO,2014-05-07 22:00:00,1,2014
Cockeysville,,TRIANGLE,MD,2014-05-07 22:40:00,1,2014
Dalton,ORANGE,,GA,2014-05-07 22:45:00,1,2014
San Isidro,RED GREEN,,NM,2014-05-07 23:30:00,1,2014
West Palm Beach,ORANGE,LIGHT,FL,2014-05-07 23:30:00,1,2014
Memphis,,RECTANGLE,TN,2014-05-08 00:00:00,1,2014
Jeffersonville,,FORMATION,IN,2014-05-08 01:00:00,1,2014
Tucson,,CIRCLE,AZ,2014-05-08 11:30:00,1,2014
Lake Villa,,DISK,IL,2014-05-08 16:00:00,1,2014
Dublin,,CYLINDER,OH,2014-05-08 17:00:00,1,2014
Franklin,,DISK,IN,2014-05-08 17:00:00,1,2014
Ahwatukee,BLUE,SPHERE,AZ,2014-05-08 19:20:00,1,2014
Bristol,ORANGE,SPHERE,CT,2014-05-08 20:30:00,1,2014
Brandon,RED,LIGHT,FL,2014-05-08 21:00:00,1,2014
Dauphin Island,,FORMATION,AL,2014-05-08 21:00:00,1,2014
Dauphin Island,,LIGHT,AL,2014-05-08 21:00:00,1,2014
Taos,,OVAL,NM,2014-05-08 21:00:00,1,2014
Foxworth,,TRIANGLE,MS,2014-05-08 22:00:00,1,2014
New Concord,,TRIANGLE,OH,2014-05-08 22:30:00,1,2014
Owings Mills,BLUE,LIGHT,MD,2014-05-08 22:43:00,1,2014
Culver City,,FORMATION,CA,2014-05-08 23:12:00,1,2014
Martinez,ORANGE,,GA,2014-05-08 23:15:00,1,2014
Brinklow,,LIGHT,MD,2014-05-09 00:00:00,1,2014
Clermont,,CIRCLE,IN,2014-05-09 00:30:00,1,2014
Columbus,,FIREBALL,OH,2014-05-09 02:28:00,1,2014
Redmond,RED,,WA,2014-05-09 03:00:00,1,2014
Oxford,,,CT,2014-05-09 03:50:00,1,2014
Saint Petersburg,,FIREBALL,FL,2014-05-09 05:00:00,1,2014
Cary,,LIGHT,NC,2014-05-09 05:15:00,1,2014
Dallas,,OTHER,TX,2014-05-09 08:00:00,1,2014
Kenosha,RED ORANGE,LIGHT,WI,2014-05-09 09:40:00,1,2014
Monroe,,LIGHT,WI,2014-05-09 10:10:00,1,2014
St. Clair Shores,,LIGHT,MI,2014-05-09 11:20:00,1,2014
St. Louis,ORANGE,SPHERE,MO,2014-05-09 20:45:00,1,2014
Santa Cruz,ORANGE,LIGHT,CA,2014-05-09 21:20:00,1,2014
Methuen,ORANGE,SPHERE,MA,2014-05-09 21:35:00,1,2014
Scottsdale,RED BLUE,LIGHT,AZ,2014-05-09 21:45:00,1,2014
Mukilteo,ORANGE,,WA,2014-05-10 00:00:00,1,2014
Ewa Beach,,LIGHT,HI,2014-05-10 01:00:00,1,2014
Riverview,,FIREBALL,FL,2014-05-10 01:35:00,1,2014
Oceanside,RED ORANGE,CIRCLE,CA,2014-05-10 03:45:00,1,2014
